FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
James,McCarthy,MID,CRY,4300000,1,14,0.583333333333333,1.35658914728682E-07,3.25581395348837E-06,0,258996,1,9,0,0,0,0,0,3.3,604,-2,0,14,2,0.1,0,0.3,0,0,1,0,0,0.8,138811,0,-1,0,0,466,84,0,0,72,Brighton,Fulham,Man Utd,Tottenham,West Brom,0.3,0.6,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.8
Kevin,McDonald,MID,FUL,4700000,0,0,0,0,0,0,5608,0,0,0,0,0,0,0,0,4,-3,0,0,3,0,0,0,0,0,0,0,0,0,939,0,-1,0,0,0,0,0,0,0,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas,McGill,GLK,BHA,3900000,0,0,0,0,0,0,1279,0,0,0,0,0,0,0,0,713,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,11555,0,-1,0,0,0,7996,0,0,0,Crystal Palace,West Brom,Leicester,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,McGinn,MID,AVL,5500000,5,75,3.4,6.18181818181818E-07,1.36363636363636E-05,0,314983,5,26,0,0,0,1,0,13.6,920,0,0,75,0,0.5,0,3,2,0,11,0,6,0.9,323761,0,-1,0,0,1980,1397,0,0,305,Leicester,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,2.2,7.4,3.2,3.2,2.5,3,2.4,2.3,3.4,3.7,2.2,2.5,2.8,3,86.6
David,McGoldrick,FWD,SHU,5200000,0,63,2.7,5.19230769230769E-07,1.21153846153846E-05,0,339279,4,23,0,0,0,5,0,12.1,7790,-3,0,63,3,0.2,0,1.2,6,0,5,0,1,1.8,389890,0,-1,0,1,1432,4967,0,0,212,Fulham,Liverpool,Aston Villa,Southampton,Leicester,2.3,4.8,2.7,2.3,0,2.3,2.3,1.9,2.5,2.1,3.3,2.6,2.7,2.3,96.6
Dwight,McNeil,MID,BUR,5700000,3,69,3,5.26315789473684E-07,1.21052631578947E-05,0,73437,1,27,0,0,0,1,0,12.1,1989,-3,0,69,3,0.8,0,4.3,3,0,9,0,3,0.5,44508,0,-1,0,0,1956,370,0,0,283,West Brom,Tottenham,Leicester,Arsenal,Everton,2.8,4,2.2,3,0,2.3,2.7,2.1,2.3,2.2,2.8,2.2,1.9,3.5,89.7
Scott,McTominay,MID,MUN,4900000,0,66,2.75,5.61224489795918E-07,1.3469387755102E-05,0,164223,0,18,0,0,0,4,0,13.5,5460,-1,0,66,1,0.7,0,3.2,4,0,4,0,1,0.9,193888,0,-1,0,1,1321,879,0,0,281,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,0,3.9,1.4,1.9,0,2,2,2.4,2.4,1.6,1.9,1.5,2.1,2.1,73.2
Ben,Mee,DEF,BUR,5100000,5,80,4.4,8.62745098039216E-07,1.56862745098039E-05,0,219956,2,17,0,0,0,2,0,15.7,24935,1,0,80,-1,0.6,0,3,7,0,8,0,0,6.5,692758,0,-1,0,1,1613,5726,0,0,330,West Brom,Tottenham,Leicester,Arsenal,Everton,5.5,9.8,5.7,5,0,4.2,4.6,5.7,5.7,5.7,5.7,4.3,5.8,4.7,64.5
Benjamin,Mendy,DEF,MCI,5900000,0,24,1,1.69491525423729E-07,4.06779661016949E-06,0,234852,2,8,0,0,0,1,0,4.1,723,-1,0,24,1,0,0,0,2,0,2,0,0,1.3,168320,0,-1,0,1,504,164,0,0,96,Arsenal,West Ham,Wolverhampton,Man Utd,Southampton,0.6,1.5,1.1,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,14.6
Edouard,Mendy,GLK,CHE,5100000,2,82,4.1,8.03921568627451E-07,1.6078431372549E-05,0,736163,0,16,0,34,0,0,0,16.1,22082,1,0,82,-1,0.7,0,3.8,0,0,10,0,0,7,1135581,0,-1,0,0,1800,2625,0,0,377,Southampton,Man Utd,Liverpool,Everton,Leeds United F.C.,3.6,10.1,3.6,4.2,0,5.2,4.2,4.6,5.1,4.9,5.1,5.3,4.5,5.1,28.1
Nampalys,Mendy,MID,LEI,4200000,1,35,1.8,4.28571428571429E-07,8.33333333333333E-06,0,392790,5,20,0,0,0,0,0,8.3,2237,-3,1,35,3,0.2,0,0.8,0,0,4,0,1,1.5,413855,0,-1,0,0,1298,4754,-1,0,199,Aston Villa,Arsenal,Burnley,Brighton,Sheffield United,1,2.4,1.3,1.7,0,0.9,1.1,1.1,1,1.1,1.1,0.9,1.1,0.9,24.2
Teden,Mengi,DEF,MUN,3900000,0,0,0,0,0,0,85132,0,0,0,0,0,0,0,0,818,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,72476,0,-1,0,0,0,0,0,0,0,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illan,Meslier,GLK,LEE,4700000,1,90,3.9,8.29787234042553E-07,1.91489361702128E-05,0,490346,0,42,0,91,0,0,0,19.1,13207,2,0,90,-2,0.6,0,2.9,12,0,7,0,0,5.7,794800,1,-1,0,3,2070,2870,0,0,489,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,8.9,4.5,5,3.7,5,4.2,5.1,4.8,4.2,4.6,3.8,4.3,3.6,4.5,66.4
Max,Meyer,MID,CRY,4700000,0,0,0,0,0,0,5098,0,0,0,0,0,0,0,0,13,-3,0,0,3,0,0,0,0,0,0,0,0,0,2134,0,-1,0,0,0,0,0,0,0,Brighton,Fulham,Man Utd,Tottenham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamil,Miazek,GLK,LEE,4000000,0,0,0,0,0,0,113517,0,0,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0.9,22749,0,-1,0,0,0,0,0,0,0,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luka,Milivojevic,MID,CRY,5600000,2,32,1.33333333333333,2.38095238095238E-07,5.71428571428571E-06,0,60862,6,32,0,0,0,0,0,5.7,75,-4,0,32,4,0.3,0,1.8,0,0,3,0,0,0.2,9475,0,-1,0,0,1491,65,0,1,187,Brighton,Fulham,Man Utd,Tottenham,West Brom,0.7,1.4,0.7,0.9,0,0.7,0.7,0.7,0.7,0.7,0.9,0.7,0.7,0.7,47.2
James,Milner,MID,LIV,5300000,0,31,1.29166666666667,2.43710691823899E-07,5.84905660377358E-06,0,27579,1,6,0,0,0,0,0,5.8,119,-2,0,31,2,0.2,0,1.2,2,0,3,0,2,0.1,16996,0,-1,0,1,617,6,0,0,147,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,0,0,0,0,0,0.6,0.6,0.6,0.7,0.6,0.7,0.8,0.8,0.6,37
Yerry,Mina,DEF,EVE,5500000,0,62,3.3,6E-07,1.12727272727273E-05,0,377433,1,21,0,0,0,2,0,11.3,18091,0,0,62,0,0.2,0,0.9,5,0,4,0,0,2.2,402064,0,-1,0,1,1637,38,0,0,322,Liverpool,Southampton,West Brom,Chelsea,Burnley,0,0,0,0,0,3.3,3.8,2.7,4.3,3.2,4.2,3,3.9,4.5,63
Takumi,Minamino,MID,SOU,6000000,9,35,1.52173913043478,2.53623188405797E-07,5.83333333333333E-06,0,52916,0,9,0,0,0,3,0,5.8,4574,-5,0,35,5,0.4,0,2.6,2,0,1,0,0,0.7,65709,0,-1,0,0,515,12921,0,0,117,Chelsea,Leeds United F.C.,Everton,Sheffield United,Man City,1.7,0.9,1.9,0.9,0,1.1,0.9,0.9,0,0.8,0.8,0.9,0.8,0.8,31.7
Tyrone,Mings,DEF,AVL,5400000,1,91,4.1,7.59259259259259E-07,1.68518518518519E-05,0,1123002,3,25,0,0,0,2,0,16.9,7119,4,0,91,-4,0.7,0,3.7,6,0,11,0,1,8.2,1504184,0,-1,0,2,1934,14808,0,1,413,Leicester,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,4.3,8.7,5.7,4.1,4.3,4.7,5.4,5.7,5,4.6,4.7,4.4,4.5,4.1,75.2
Tyrick,Mitchell,DEF,CRY,3900000,2,35,2.7,6.92307692307692E-07,8.97435897435897E-06,0,2057836,1,20,0,0,0,0,0,9,23498,-1,0,35,1,0.2,0,0.7,2,0,3,0,1,14.9,2141663,0,-1,0,1,1170,9703,0,0,178,Brighton,Fulham,Man Utd,Tottenham,West Brom,2.3,5.6,2.1,3,0,2.1,2.4,1.7,2.5,3.8,2,3,3.1,2.7,29.4
Aleksandar,Mitrovic,FWD,FUL,5500000,0,46,2.6,4.72727272727273E-07,8.36363636363636E-06,0,1876256,2,17,0,0,0,2,0,8.4,5158,-5,0,46,5,0.3,1,1.6,5,0,1,0,3,3.4,555140,0,-1,0,0,997,87,0,0,127,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,0,4.7,2.6,1.7,1.9,2,2.2,2.2,0,1.8,1.9,2.2,2.4,2.7,87.5
Jakub,Moder,MID,BHA,5000000,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,628,0,-1,0,0,0,17,0,0,0,Crystal Palace,West Brom,Leicester,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jayson,Molumby,MID,BHA,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,2268,0,0,0,0,0,0,0,0.2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2278,0,-1,0,0,1,0,0,0,3,Crystal Palace,West Brom,Leicester,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Montoya,DEF,BHA,4500000,0,0,0,0,0,0,1049,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,-1,0,0,0,0,0,0,0,Crystal Palace,West Brom,Leicester,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon,Moore,GLK,SHU,4300000,0,0,0,0,0,0,13245,0,0,0,0,0,0,0,0,24,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1771,0,-1,0,0,0,0,0,0,0,Fulham,Liverpool,Aston Villa,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Mooy,MID,BHA,5000000,0,0,0,0,0,0,11287,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9990,0,-1,0,0,0,0,0,0,0,Crystal Palace,West Brom,Leicester,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wes,Morgan,DEF,LEI,4400000,0,3,0.125,2.84090909090909E-08,6.81818181818182E-07,0,14475,0,0,0,0,0,0,0,0.7,76,-1,0,3,1,0,0,0,0,0,0,0,0,0.1,9442,0,-1,0,0,16,17,0,0,9,Aston Villa,Arsenal,Burnley,Brighton,Sheffield United,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3
Mason,Mount,MID,CHE,6800000,10,99,4.1,6.02941176470588E-07,1.45588235294118E-05,0,1063011,2,24,0,0,0,4,0,14.6,10101,-2,0,99,2,0.7,0,4.7,12,0,8,0,5,5.8,880790,0,-1,0,1,1955,36427,0,0,411,Southampton,Man Utd,Liverpool,Everton,Leeds United F.C.,3.5,6.3,3.8,4,0,4.7,3.2,4.1,3.5,4.2,2.5,3.8,3.3,3.3,198.4
Lys,Mousset,FWD,SHU,5800000,0,8,0.333333333333333,5.74712643678161E-08,1.37931034482759E-06,0,31264,0,5,0,0,0,0,0,1.4,83,-2,0,8,2,0,0,0,0,0,0,0,0,0.1,5283,0,-1,0,0,199,56,0,0,9,Fulham,Liverpool,Aston Villa,Southampton,Leicester,0.2,0.4,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.9
,Moutinho,MID,WOL,5200000,3,48,2.1,4.03846153846154E-07,9.23076923076923E-06,0,206522,3,28,0,0,0,1,0,9.2,431,-3,0,48,3,0.6,0,3.3,3,0,4,0,0,0.9,44066,0,-1,0,0,1669,375,0,1,268,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,1.4,2.3,1,1.1,0,1.4,1.4,2.4,1.8,1.5,1.5,1.1,1.6,1.1,77.5
Joel,Mumbongo,FWD,BUR,4500000,1,2,0.0833333333333333,1.85185185185185E-08,4.44444444444444E-07,0,2673,1,1,0,0,0,0,0,0.4,148,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0,4228,0,-1,0,0,36,350,0,0,2,West Brom,Tottenham,Leicester,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Jacob,Murphy,MID,NEW,4900000,1,31,1.29166666666667,2.63605442176871E-07,6.3265306122449E-06,0,9581,2,16,0,0,0,1,0,6.3,49,-1,0,31,1,0.1,0,0.5,2,0,1,0,1,0,8259,0,-1,0,1,749,28,0,0,108,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,0.6,0.7,0.7,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,1.1,0.7,37.2
Glenn,Murray,FWD,BHA,4800000,0,0,0,0,0,0,18531,0,0,0,0,0,0,0,0,15,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,5020,0,-1,0,0,0,0,0,0,0,Crystal Palace,West Brom,Leicester,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shkodran,Mustafi,DEF,ARS,5000000,0,3,1,2E-07,6E-07,0,14249,0,1,0,0,0,0,0,0.6,44,0,0,3,0,0,0,0,0,0,0,0,0,0,13464,0,-1,0,0,45,0,0,0,16,Man City,Leicester,Burnley,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
Yoshinori,Muto,FWD,NEW,4800000,0,0,0,0,0,0,27181,0,0,0,0,0,0,0,0,19,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,5738,0,-1,0,0,0,0,0,0,0,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvelous,Nakamba,MID,AVL,4300000,0,11,0.5,1.16279069767442E-07,2.55813953488372E-06,0,93471,2,0,0,0,0,0,0,2.6,699,-2,0,11,2,0.1,0,0.5,0,0,3,0,0,0.5,81512,0,-1,0,0,285,107,0,0,36,Leicester,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.4
Richard,Nartey,DEF,BUR,4000000,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,-1,0,0,0,67,0,0,0,West Brom,Tottenham,Leicester,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iliman,Ndiaye,MID,SHU,4500000,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,-1,0,0,0,17,0,0,0,Fulham,Liverpool,Aston Villa,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilfred,Ndidi,MID,LEI,4800000,1,41,1.70833333333333,3.55902777777778E-07,8.54166666666667E-06,0,155960,3,10,0,0,0,1,0,8.5,577,-2,0,41,2,0.4,0,1.7,7,0,5,0,1,0.6,43151,0,-1,0,0,1041,1209,0,0,221,Aston Villa,Arsenal,Burnley,Brighton,Sheffield United,0.9,2.3,1.2,1.6,0,0.9,1,1.1,0.9,1,1,0.9,1,0.9,37.1
Tanguy,Ndombele,MID,TOT,5900000,2,70,3.2,5.42372881355932E-07,1.1864406779661E-05,0,89544,2,16,0,0,0,3,0,11.9,1221,-1,0,70,1,0.4,0,2.2,5,0,9,0,1,0.5,93565,0,-1,0,1,1445,1474,0,0,282,West Ham,Burnley,Fulham,Crystal Palace,Arsenal,2.5,6.3,2.7,2.6,2.3,2.9,2,3.3,0,4.1,2.9,2.9,2.2,2.6,77.2
,Neco Williams,DEF,LIV,3800000,0,8,0.333333333333333,8.7719298245614E-08,2.10526315789474E-06,0,485564,1,0,0,0,0,0,0,2.1,6168,-2,0,8,2,0,0,0,0,0,1,0,0,3.9,456724,0,-1,0,0,171,13387,0,0,32,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,0.2,0.4,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.8
Reiss,Nelson,MID,ARS,5100000,0,2,0.0833333333333333,1.63398692810458E-08,3.92156862745098E-07,0,6588,0,0,0,0,0,0,0,0.4,28,-4,0,2,4,0,0,0,0,0,0,0,0,0,2095,0,-1,0,0,70,26,0,0,2,Man City,Leicester,Burnley,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
,Neto,MID,WOL,5700000,2,107,4.3,7.54385964912281E-07,1.87719298245614E-05,0,1522128,3,29,0,0,0,5,0,18.8,17054,2,0,107,-2,0.7,0,3.8,10,0,8,0,6,6.9,1950747,0,-1,0,1,2068,21205,0,0,418,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,4.3,6.7,3.4,3.7,0,4.3,4.4,6.2,5.2,4.7,4.6,3.6,4.7,3.5,192.9
,Neves,MID,WOL,5100000,3,74,3.1,6.07843137254902E-07,1.45098039215686E-05,0,204000,5,27,0,0,0,4,0,14.5,2858,-4,0,74,4,0.9,0,4.7,7,0,6,0,1,1.4,116475,0,-1,0,1,1731,5473,0,0,356,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,2.6,4.1,2,2.2,0,2.6,2.7,4.2,3.3,2.9,2.8,2.1,2.9,2.1,107
Edward,Nketiah,FWD,ARS,5400000,0,27,1.9,3.51851851851852E-07,5E-06,0,152960,0,6,0,0,0,1,0,5,450,-6,0,27,6,0,0,0.2,4,0,0,0,1,0.5,53204,0,-1,0,0,317,248,0,0,84,Man City,Leicester,Burnley,Tottenham,West Ham,1,1.4,1.3,1.2,1.1,1.5,1.6,1.2,1.1,1.7,1.5,1.1,1.6,1.3,24.9
Niels,Nkounkou,DEF,EVE,4000000,0,1,0.0434782608695652,1.08695652173913E-08,2.5E-07,0,30363,1,1,0,0,0,0,0,0.2,207,0,0,1,0,0,0,0,0,0,0,0,0,0.2,34404,0,-1,0,0,68,130,0,0,6,Liverpool,Southampton,West Brom,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Daniel,N'Lundulu,FWD,SOU,4500000,1,10,0.434782608695652,9.66183574879227E-08,2.22222222222222E-06,0,34018,0,1,0,0,0,0,0,2.2,877,0,0,10,0,0.1,0,0.4,0,0,0,0,0,0.2,47419,0,-1,0,0,85,1413,0,0,24,Chelsea,Leeds United F.C.,Everton,Sheffield United,Man City,0.4,0.2,0.4,0.2,0,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,3.1
Felix,Nmecha,MID,MCI,4500000,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,-1,0,0,0,11,0,0,0,Arsenal,West Ham,Wolverhampton,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark,Noble,MID,WHU,4600000,1,15,0.625,1.35869565217391E-07,3.26086956521739E-06,0,136872,1,7,0,0,0,0,0,3.3,172,-4,0,15,4,0.2,0,0.8,0,0,0,0,0,0.3,13642,0,-1,0,0,305,74,0,0,52,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,6.9
Will,Norris,GLK,BUR,4000000,0,0,0,0,0,0,10047,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0.1,16553,0,-1,0,0,0,66,0,0,0,West Brom,Tottenham,Leicester,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver,Norwood,MID,SHU,4500000,1,27,1.4,3.11111111111111E-07,6E-06,0,43310,4,23,0,0,0,0,0,6,127,-5,0,27,5,0.3,0,1.5,0,0,1,0,0,0.1,11289,0,-1,0,0,1127,53,0,0,174,Fulham,Liverpool,Aston Villa,Southampton,Leicester,0.7,1.4,0.8,0.7,0,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.9,47.7
?rjan,Nyland,GLK,AVL,4000000,0,0,0,0,0,0,907878,0,0,0,0,0,0,0,0,4254,0,0,0,0,0,0,0,0,0,0,0,0,3.9,145134,0,-1,0,0,0,0,0,0,0,Leicester,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael,Obafemi,FWD,SOU,4600000,0,1,0.0434782608695652,9.45179584120983E-09,2.17391304347826E-07,0,195110,0,0,0,0,0,0,0,0.2,480,-4,0,1,4,0,0,0,0,0,0,0,0,0.7,63304,0,-1,0,0,13,116,0,0,2,Chelsea,Leeds United F.C.,Everton,Sheffield United,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Jack,O'Connell,DEF,SHU,4700000,0,3,0.125,2.65957446808511E-08,6.38297872340426E-07,0,46276,0,3,0,0,0,0,0,0.6,34,-3,0,3,3,0,0,0,0,0,0,0,0,0.1,4355,0,-1,0,0,180,15,0,0,19,Fulham,Liverpool,Aston Villa,Southampton,Leicester,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.3
Martin,?degaard,MID,ARS,5900000,2,6,0.25,4.23728813559322E-08,1.01694915254237E-06,0,20049,0,3,0,0,0,0,0,1,1377,-1,1,6,1,0.2,0,1.2,0,0,0,0,0,0.2,34189,0,-1,0,0,181,1008,-1,0,27,Man City,Leicester,Burnley,Tottenham,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.7
Denis,Odoi,DEF,FUL,4200000,0,1,0.0416666666666667,9.92063492063492E-09,2.38095238095238E-07,0,8834,1,10,0,0,0,0,0,0.2,64,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,7451,0,-1,0,0,270,50,0,0,34,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
Ademipo,Odubeko,FWD,WHU,4500000,0,0,0,0,0,0,2728,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,4678,0,-1,0,0,0,347,0,0,0,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelo,Ogbonna,DEF,WHU,4900000,0,82,3.6,7.3469387755102E-07,1.6734693877551E-05,0,332917,4,28,0,0,0,2,0,16.7,11263,-1,0,82,1,0.3,0,1.5,5,0,8,0,0,1.4,385586,0,-1,0,2,2042,67,0,0,373,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,0,0,0,0,0,4.4,3.7,3.2,3.4,3.6,2.8,3.9,4.3,3.6,61.4
Robin,Olsen,GLK,EVE,4500000,0,12,0.521739130434783,1.15942028985507E-07,2.66666666666667E-06,0,9782,1,8,0,13,0,0,0,2.7,656,0,0,12,0,0.2,0,0.7,0,0,1,0,0,0.1,15183,0,-1,0,0,450,97,0,0,73,Liverpool,Southampton,West Brom,Chelsea,Burnley,0.3,0.6,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.5
Josh,Onomah,MID,FUL,4600000,0,5,0.208333333333333,4.52898550724638E-08,1.08695652173913E-06,0,14409,1,7,0,0,0,0,0,1.1,43,-4,0,5,4,0,0,0,0,0,0,0,0,0,3014,0,-1,0,0,144,30,0,0,12,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,2.2
Tyler,Onyango,MID,EVE,4500000,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,-1,0,0,0,32,0,0,0,Liverpool,Southampton,West Brom,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divock,Origi,FWD,LIV,5100000,1,10,1.1,2.15686274509804E-07,1.96078431372549E-06,0,90084,0,0,0,0,0,0,0,2,656,-4,0,10,4,0.2,0,0.8,0,0,1,0,0,0.6,34080,0,-1,0,0,180,1049,0,0,23,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,0.6,1.2,0.6,0.6,0,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.8,11.1
,Oriol Romeu,MID,SOU,4500000,2,49,2.6,5.77777777777778E-07,1.08888888888889E-05,0,671760,6,23,0,0,0,1,0,10.9,1978,0,0,49,0,0.2,0,1,4,0,6,0,1,1.8,496498,0,-1,0,0,1663,560,0,0,249,Chelsea,Leeds United F.C.,Everton,Sheffield United,Man City,4.1,2.2,3.9,2.1,0,2.5,2.2,2.2,0,1.6,1.3,2.2,2,1.6,64.5
Ben,Osborn,MID,SHU,4700000,0,21,0.875,1.86170212765957E-07,4.46808510638298E-06,0,3459,1,16,0,0,0,0,0,4.5,20,-3,0,21,3,0.1,0,0.3,0,0,1,0,0,0,1663,0,-1,0,0,855,3,0,0,131,Fulham,Liverpool,Aston Villa,Southampton,Leicester,0.4,0.8,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,42.4
Dara,O'Shea,DEF,WBA,4200000,1,15,0.8,1.9047619047619E-07,3.57142857142857E-06,0,24207,2,43,0,0,0,0,0,3.6,127,-3,0,15,3,0.1,0,0.3,0,0,0,0,0,0.2,11465,0,-1,0,0,1441,143,0,0,171,Burnley,Brighton,Everton,Newcastle,Crystal Palace,0.4,0.8,0.4,0.4,0,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,41.5
Nicolas,Otamendi,DEF,MCI,4900000,0,0,0,0,0,0,44331,0,0,0,0,0,0,0,0,20,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,5379,0,-1,0,0,0,0,0,0,0,Arsenal,West Ham,Wolverhampton,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Owen,Otasowie,MID,WOL,4500000,0,6,0.25,5.55555555555556E-08,1.33333333333333E-06,0,3162,1,3,0,0,0,0,0,1.3,34,0,0,6,0,0,0,0,0,0,0,0,1,0,3527,0,-1,0,0,114,15,0,0,26,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,0.1,0.2,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.3
